county,year,month,births,Pop2010
"Baldwin County, AL",2016,January,63,182265
"Baldwin County, AL",2016,February,67,182265
"Baldwin County, AL",2016,March,69,182265
"Baldwin County, AL",2016,April,63,182265
"Baldwin County, AL",2016,May,51,182265
"Baldwin County, AL",2016,June,68,182265
"Baldwin County, AL",2016,July,78,182265
"Baldwin County, AL",2016,August,82,182265
"Baldwin County, AL",2016,September,61,182265
"Baldwin County, AL",2016,October,54,182265
"Baldwin County, AL",2016,November,55,182265
"Baldwin County, AL",2016,December,58,182265
"Baldwin County, AL",2017,January,69,182265
"Baldwin County, AL",2017,February,71,182265
"Baldwin County, AL",2017,March,56,182265
"Baldwin County, AL",2017,April,73,182265
"Baldwin County, AL",2017,May,80,182265
"Baldwin County, AL",2017,June,78,182265
"Baldwin County, AL",2017,July,62,182265
"Baldwin County, AL",2017,August,83,182265
"Baldwin County, AL",2017,September,58,182265
"Baldwin County, AL",2017,October,86,182265
"Baldwin County, AL",2017,November,88,182265
"Baldwin County, AL",2017,December,70,182265
"Baldwin County, AL",2018,January,59,182265
"Baldwin County, AL",2018,February,57,182265
"Baldwin County, AL",2018,March,62,182265
"Baldwin County, AL",2018,April,70,182265
"Baldwin County, AL",2018,May,67,182265
"Baldwin County, AL",2018,June,72,182265
"Baldwin County, AL",2018,July,73,182265
"Baldwin County, AL",2018,August,70,182265
"Baldwin County, AL",2018,September,98,182265
"Baldwin County, AL",2018,October,80,182265
"Baldwin County, AL",2018,November,58,182265
"Baldwin County, AL",2018,December,60,182265
"Baldwin County, AL",2019,January,68,182265
"Baldwin County, AL",2019,February,73,182265
"Baldwin County, AL",2019,March,78,182265
"Baldwin County, AL",2019,April,78,182265
"Baldwin County, AL",2019,May,61,182265
"Baldwin County, AL",2019,June,75,182265
"Baldwin County, AL",2019,July,65,182265
"Baldwin County, AL",2019,August,74,182265
"Baldwin County, AL",2019,September,73,182265
"Baldwin County, AL",2019,October,71,182265
"Baldwin County, AL",2019,November,79,182265
"Baldwin County, AL",2019,December,74,182265
"Calhoun County, AL",2016,January,43,118572
"Calhoun County, AL",2016,February,35,118572
"Calhoun County, AL",2016,March,47,118572
"Calhoun County, AL",2016,April,45,118572
"Calhoun County, AL",2016,May,37,118572
"Calhoun County, AL",2016,June,53,118572
"Calhoun County, AL",2016,July,47,118572
"Calhoun County, AL",2016,August,50,118572
"Calhoun County, AL",2016,September,40,118572
"Calhoun County, AL",2016,October,42,118572
"Calhoun County, AL",2016,November,46,118572
"Calhoun County, AL",2016,December,43,118572
"Calhoun County, AL",2017,January,35,118572
"Calhoun County, AL",2017,February,29,118572
"Calhoun County, AL",2017,March,39,118572
"Calhoun County, AL",2017,April,37,118572
"Calhoun County, AL",2017,May,25,118572
"Calhoun County, AL",2017,June,44,118572
"Calhoun County, AL",2017,July,38,118572
"Calhoun County, AL",2017,August,41,118572
"Calhoun County, AL",2017,September,34,118572
"Calhoun County, AL",2017,October,40,118572
"Calhoun County, AL",2017,November,37,118572
"Calhoun County, AL",2017,December,37,118572
"Calhoun County, AL",2018,January,51,118572
"Calhoun County, AL",2018,February,30,118572
"Calhoun County, AL",2018,March,36,118572
"Calhoun County, AL",2018,April,25,118572
"Calhoun County, AL",2018,May,38,118572
"Calhoun County, AL",2018,June,30,118572
"Calhoun County, AL",2018,July,35,118572
"Calhoun County, AL",2018,August,24,118572
"Calhoun County, AL",2018,September,48,118572
"Calhoun County, AL",2018,October,33,118572
"Calhoun County, AL",2018,November,37,118572
"Calhoun County, AL",2018,December,36,118572
"Calhoun County, AL",2019,January,43,118572
"Calhoun County, AL",2019,February,36,118572
"Calhoun County, AL",2019,March,35,118572
"Calhoun County, AL",2019,April,27,118572
"Calhoun County, AL",2019,May,32,118572
"Calhoun County, AL",2019,June,37,118572
"Calhoun County, AL",2019,July,36,118572
"Calhoun County, AL",2019,August,35,118572
"Calhoun County, AL",2019,September,30,118572
"Calhoun County, AL",2019,October,25,118572
"Calhoun County, AL",2019,November,35,118572
"Calhoun County, AL",2019,December,39,118572
"Etowah County, AL",2016,January,49,104430
"Etowah County, AL",2016,February,44,104430
"Etowah County, AL",2016,March,31,104430
"Etowah County, AL",2016,April,34,104430
"Etowah County, AL",2016,May,33,104430
"Etowah County, AL",2016,June,44,104430
"Etowah County, AL",2016,July,43,104430
"Etowah County, AL",2016,August,24,104430
"Etowah County, AL",2016,September,45,104430
"Etowah County, AL",2016,October,44,104430
"Etowah County, AL",2016,November,40,104430
"Etowah County, AL",2016,December,40,104430
"Etowah County, AL",2017,January,30,104430
"Etowah County, AL",2017,February,29,104430
"Etowah County, AL",2017,March,43,104430
"Etowah County, AL",2017,April,39,104430
"Etowah County, AL",2017,May,51,104430
"Etowah County, AL",2017,June,41,104430
"Etowah County, AL",2017,July,39,104430
"Etowah County, AL",2017,August,40,104430
"Etowah County, AL",2017,September,42,104430
"Etowah County, AL",2017,October,39,104430
"Etowah County, AL",2017,November,40,104430
"Etowah County, AL",2017,December,36,104430
"Etowah County, AL",2018,January,24,104430
"Etowah County, AL",2018,February,27,104430
"Etowah County, AL",2018,March,50,104430
"Etowah County, AL",2018,April,25,104430
"Etowah County, AL",2018,May,43,104430
"Etowah County, AL",2018,June,45,104430
"Etowah County, AL",2018,July,28,104430
"Etowah County, AL",2018,August,43,104430
"Etowah County, AL",2018,September,39,104430
"Etowah County, AL",2018,October,44,104430
"Etowah County, AL",2018,November,30,104430
"Etowah County, AL",2018,December,23,104430
"Etowah County, AL",2019,January,37,104430
"Etowah County, AL",2019,February,28,104430
"Etowah County, AL",2019,March,26,104430
"Etowah County, AL",2019,April,25,104430
"Etowah County, AL",2019,May,31,104430
"Etowah County, AL",2019,June,33,104430
"Etowah County, AL",2019,July,38,104430
"Etowah County, AL",2019,August,37,104430
"Etowah County, AL",2019,September,34,104430
"Etowah County, AL",2019,October,37,104430
"Etowah County, AL",2019,November,38,104430
"Etowah County, AL",2019,December,19,104430
"Houston County, AL",2016,January,36,101547
"Houston County, AL",2016,February,37,101547
"Houston County, AL",2016,March,44,101547
"Houston County, AL",2016,April,34,101547
"Houston County, AL",2016,May,51,101547
"Houston County, AL",2016,June,49,101547
"Houston County, AL",2016,July,41,101547
"Houston County, AL",2016,August,36,101547
"Houston County, AL",2016,September,45,101547
"Houston County, AL",2016,October,36,101547
"Houston County, AL",2016,November,41,101547
"Houston County, AL",2016,December,38,101547
"Houston County, AL",2017,January,45,101547
"Houston County, AL",2017,February,29,101547
"Houston County, AL",2017,March,34,101547
"Houston County, AL",2017,April,42,101547
"Houston County, AL",2017,May,30,101547
"Houston County, AL",2017,June,32,101547
"Houston County, AL",2017,July,53,101547
"Houston County, AL",2017,August,44,101547
"Houston County, AL",2017,September,42,101547
"Houston County, AL",2017,October,37,101547
"Houston County, AL",2017,November,35,101547
"Houston County, AL",2017,December,42,101547
"Houston County, AL",2018,January,47,101547
"Houston County, AL",2018,February,39,101547
"Houston County, AL",2018,March,41,101547
"Houston County, AL",2018,April,30,101547
"Houston County, AL",2018,May,38,101547
"Houston County, AL",2018,June,34,101547
"Houston County, AL",2018,July,29,101547
"Houston County, AL",2018,August,35,101547
"Houston County, AL",2018,September,49,101547
"Houston County, AL",2018,October,54,101547
"Houston County, AL",2018,November,48,101547
"Houston County, AL",2018,December,38,101547
"Houston County, AL",2019,January,29,101547
"Houston County, AL",2019,February,21,101547
"Houston County, AL",2019,March,42,101547
"Houston County, AL",2019,April,31,101547
"Houston County, AL",2019,May,34,101547
"Houston County, AL",2019,June,28,101547
"Houston County, AL",2019,July,34,101547
"Houston County, AL",2019,August,39,101547
"Houston County, AL",2019,September,39,101547
"Houston County, AL",2019,October,43,101547
"Houston County, AL",2019,November,40,101547
"Houston County, AL",2019,December,31,101547
"Jefferson County, AL",2016,January,313,658466
"Jefferson County, AL",2016,February,340,658466
"Jefferson County, AL",2016,March,307,658466
"Jefferson County, AL",2016,April,269,658466
"Jefferson County, AL",2016,May,334,658466
"Jefferson County, AL",2016,June,351,658466
"Jefferson County, AL",2016,July,383,658466
"Jefferson County, AL",2016,August,396,658466
"Jefferson County, AL",2016,September,369,658466
"Jefferson County, AL",2016,October,363,658466
"Jefferson County, AL",2016,November,412,658466
"Jefferson County, AL",2016,December,356,658466
"Jefferson County, AL",2017,January,343,658466
"Jefferson County, AL",2017,February,322,658466
"Jefferson County, AL",2017,March,290,658466
"Jefferson County, AL",2017,April,278,658466
"Jefferson County, AL",2017,May,321,658466
"Jefferson County, AL",2017,June,302,658466
"Jefferson County, AL",2017,July,357,658466
"Jefferson County, AL",2017,August,381,658466
"Jefferson County, AL",2017,September,369,658466
"Jefferson County, AL",2017,October,372,658466
"Jefferson County, AL",2017,November,333,658466
"Jefferson County, AL",2017,December,332,658466
"Jefferson County, AL",2018,January,318,658466
"Jefferson County, AL",2018,February,301,658466
"Jefferson County, AL",2018,March,344,658466
"Jefferson County, AL",2018,April,330,658466
"Jefferson County, AL",2018,May,327,658466
"Jefferson County, AL",2018,June,308,658466
"Jefferson County, AL",2018,July,331,658466
"Jefferson County, AL",2018,August,345,658466
"Jefferson County, AL",2018,September,378,658466
"Jefferson County, AL",2018,October,363,658466
"Jefferson County, AL",2018,November,378,658466
"Jefferson County, AL",2018,December,371,658466
"Jefferson County, AL",2019,January,361,658466
"Jefferson County, AL",2019,February,314,658466
"Jefferson County, AL",2019,March,290,658466
"Jefferson County, AL",2019,April,303,658466
"Jefferson County, AL",2019,May,252,658466
"Jefferson County, AL",2019,June,238,658466
"Jefferson County, AL",2019,July,269,658466
"Jefferson County, AL",2019,August,321,658466
"Jefferson County, AL",2019,September,302,658466
"Jefferson County, AL",2019,October,269,658466
"Jefferson County, AL",2019,November,232,658466
"Jefferson County, AL",2019,December,270,658466
"Lee County, AL",2016,January,64,140247
"Lee County, AL",2016,February,77,140247
"Lee County, AL",2016,March,68,140247
"Lee County, AL",2016,April,60,140247
"Lee County, AL",2016,May,76,140247
"Lee County, AL",2016,June,70,140247
"Lee County, AL",2016,July,68,140247
"Lee County, AL",2016,August,79,140247
"Lee County, AL",2016,September,73,140247
"Lee County, AL",2016,October,77,140247
"Lee County, AL",2016,November,57,140247
"Lee County, AL",2016,December,64,140247
"Lee County, AL",2017,January,74,140247
"Lee County, AL",2017,February,63,140247
"Lee County, AL",2017,March,46,140247
"Lee County, AL",2017,April,64,140247
"Lee County, AL",2017,May,63,140247
"Lee County, AL",2017,June,63,140247
"Lee County, AL",2017,July,71,140247
"Lee County, AL",2017,August,58,140247
"Lee County, AL",2017,September,76,140247
"Lee County, AL",2017,October,58,140247
"Lee County, AL",2017,November,73,140247
"Lee County, AL",2017,December,65,140247
"Lee County, AL",2018,January,59,140247
"Lee County, AL",2018,February,60,140247
"Lee County, AL",2018,March,65,140247
"Lee County, AL",2018,April,50,140247
"Lee County, AL",2018,May,61,140247
"Lee County, AL",2018,June,53,140247
"Lee County, AL",2018,July,59,140247
"Lee County, AL",2018,August,61,140247
"Lee County, AL",2018,September,51,140247
"Lee County, AL",2018,October,49,140247
"Lee County, AL",2018,November,50,140247
"Lee County, AL",2018,December,63,140247
"Lee County, AL",2019,January,53,140247
"Lee County, AL",2019,February,50,140247
"Lee County, AL",2019,March,56,140247
"Lee County, AL",2019,April,59,140247
"Lee County, AL",2019,May,51,140247
"Lee County, AL",2019,June,39,140247
"Lee County, AL",2019,July,46,140247
"Lee County, AL",2019,August,51,140247
"Lee County, AL",2019,September,53,140247
"Lee County, AL",2019,October,49,140247
"Lee County, AL",2019,November,48,140247
"Lee County, AL",2019,December,61,140247
"Madison County, AL",2016,January,118,334811
"Madison County, AL",2016,February,108,334811
"Madison County, AL",2016,March,129,334811
"Madison County, AL",2016,April,107,334811
"Madison County, AL",2016,May,123,334811
"Madison County, AL",2016,June,107,334811
"Madison County, AL",2016,July,112,334811
"Madison County, AL",2016,August,122,334811
"Madison County, AL",2016,September,110,334811
"Madison County, AL",2016,October,140,334811
"Madison County, AL",2016,November,116,334811
"Madison County, AL",2016,December,96,334811
"Madison County, AL",2017,January,124,334811
"Madison County, AL",2017,February,110,334811
"Madison County, AL",2017,March,118,334811
"Madison County, AL",2017,April,121,334811
"Madison County, AL",2017,May,79,334811
"Madison County, AL",2017,June,115,334811
"Madison County, AL",2017,July,120,334811
"Madison County, AL",2017,August,114,334811
"Madison County, AL",2017,September,121,334811
"Madison County, AL",2017,October,93,334811
"Madison County, AL",2017,November,114,334811
"Madison County, AL",2017,December,102,334811
"Madison County, AL",2018,January,138,334811
"Madison County, AL",2018,February,103,334811
"Madison County, AL",2018,March,121,334811
"Madison County, AL",2018,April,108,334811
"Madison County, AL",2018,May,109,334811
"Madison County, AL",2018,June,118,334811
"Madison County, AL",2018,July,107,334811
"Madison County, AL",2018,August,121,334811
"Madison County, AL",2018,September,128,334811
"Madison County, AL",2018,October,118,334811
"Madison County, AL",2018,November,116,334811
"Madison County, AL",2018,December,99,334811
"Madison County, AL",2019,January,119,334811
"Madison County, AL",2019,February,110,334811
"Madison County, AL",2019,March,108,334811
"Madison County, AL",2019,April,126,334811
"Madison County, AL",2019,May,107,334811
"Madison County, AL",2019,June,138,334811
"Madison County, AL",2019,July,110,334811
"Madison County, AL",2019,August,112,334811
"Madison County, AL",2019,September,127,334811
"Madison County, AL",2019,October,104,334811
"Madison County, AL",2019,November,116,334811
"Madison County, AL",2019,December,101,334811
"Mobile County, AL",2016,January,182,412992
"Mobile County, AL",2016,February,164,412992
"Mobile County, AL",2016,March,174,412992
"Mobile County, AL",2016,April,176,412992
"Mobile County, AL",2016,May,186,412992
"Mobile County, AL",2016,June,215,412992
"Mobile County, AL",2016,July,231,412992
"Mobile County, AL",2016,August,205,412992
"Mobile County, AL",2016,September,218,412992
"Mobile County, AL",2016,October,222,412992
"Mobile County, AL",2016,November,210,412992
"Mobile County, AL",2016,December,220,412992
"Mobile County, AL",2017,January,229,412992
"Mobile County, AL",2017,February,179,412992
"Mobile County, AL",2017,March,202,412992
"Mobile County, AL",2017,April,172,412992
"Mobile County, AL",2017,May,176,412992
"Mobile County, AL",2017,June,195,412992
"Mobile County, AL",2017,July,198,412992
"Mobile County, AL",2017,August,222,412992
"Mobile County, AL",2017,September,223,412992
"Mobile County, AL",2017,October,242,412992
"Mobile County, AL",2017,November,196,412992
"Mobile County, AL",2017,December,202,412992
"Mobile County, AL",2018,January,230,412992
"Mobile County, AL",2018,February,178,412992
"Mobile County, AL",2018,March,199,412992
"Mobile County, AL",2018,April,184,412992
"Mobile County, AL",2018,May,218,412992
"Mobile County, AL",2018,June,213,412992
"Mobile County, AL",2018,July,246,412992
"Mobile County, AL",2018,August,226,412992
"Mobile County, AL",2018,September,214,412992
"Mobile County, AL",2018,October,198,412992
"Mobile County, AL",2018,November,184,412992
"Mobile County, AL",2018,December,194,412992
"Mobile County, AL",2019,January,189,412992
"Mobile County, AL",2019,February,165,412992
"Mobile County, AL",2019,March,168,412992
"Mobile County, AL",2019,April,143,412992
"Mobile County, AL",2019,May,180,412992
"Mobile County, AL",2019,June,173,412992
"Mobile County, AL",2019,July,155,412992
"Mobile County, AL",2019,August,151,412992
"Mobile County, AL",2019,September,187,412992
"Mobile County, AL",2019,October,154,412992
"Mobile County, AL",2019,November,139,412992
"Mobile County, AL",2019,December,183,412992
"Montgomery County, AL",2016,January,124,229363
"Montgomery County, AL",2016,February,88,229363
"Montgomery County, AL",2016,March,99,229363
"Montgomery County, AL",2016,April,73,229363
"Montgomery County, AL",2016,May,87,229363
"Montgomery County, AL",2016,June,90,229363
"Montgomery County, AL",2016,July,103,229363
"Montgomery County, AL",2016,August,103,229363
"Montgomery County, AL",2016,September,108,229363
"Montgomery County, AL",2016,October,126,229363
"Montgomery County, AL",2016,November,88,229363
"Montgomery County, AL",2016,December,102,229363
"Montgomery County, AL",2017,January,102,229363
"Montgomery County, AL",2017,February,83,229363
"Montgomery County, AL",2017,March,97,229363
"Montgomery County, AL",2017,April,78,229363
"Montgomery County, AL",2017,May,90,229363
"Montgomery County, AL",2017,June,88,229363
"Montgomery County, AL",2017,July,101,229363
"Montgomery County, AL",2017,August,98,229363
"Montgomery County, AL",2017,September,99,229363
"Montgomery County, AL",2017,October,95,229363
"Montgomery County, AL",2017,November,91,229363
"Montgomery County, AL",2017,December,101,229363
"Montgomery County, AL",2018,January,90,229363
"Montgomery County, AL",2018,February,74,229363
"Montgomery County, AL",2018,March,88,229363
"Montgomery County, AL",2018,April,81,229363
"Montgomery County, AL",2018,May,77,229363
"Montgomery County, AL",2018,June,81,229363
"Montgomery County, AL",2018,July,98,229363
"Montgomery County, AL",2018,August,96,229363
"Montgomery County, AL",2018,September,108,229363
"Montgomery County, AL",2018,October,88,229363
"Montgomery County, AL",2018,November,93,229363
"Montgomery County, AL",2018,December,108,229363
"Montgomery County, AL",2019,January,100,229363
"Montgomery County, AL",2019,February,76,229363
"Montgomery County, AL",2019,March,95,229363
"Montgomery County, AL",2019,April,91,229363
"Montgomery County, AL",2019,May,90,229363
"Montgomery County, AL",2019,June,85,229363
"Montgomery County, AL",2019,July,85,229363
"Montgomery County, AL",2019,August,96,229363
"Montgomery County, AL",2019,September,113,229363
"Montgomery County, AL",2019,October,98,229363
"Montgomery County, AL",2019,November,82,229363
"Montgomery County, AL",2019,December,119,229363
"Morgan County, AL",2016,January,38,119490
"Morgan County, AL",2016,February,35,119490
"Morgan County, AL",2016,March,32,119490
"Morgan County, AL",2016,April,28,119490
"Morgan County, AL",2016,May,42,119490
"Morgan County, AL",2016,June,38,119490
"Morgan County, AL",2016,July,46,119490
"Morgan County, AL",2016,August,52,119490
"Morgan County, AL",2016,September,35,119490
"Morgan County, AL",2016,October,41,119490
"Morgan County, AL",2016,November,26,119490
"Morgan County, AL",2016,December,41,119490
"Morgan County, AL",2017,January,43,119490
"Morgan County, AL",2017,February,32,119490
"Morgan County, AL",2017,March,32,119490
"Morgan County, AL",2017,April,30,119490
"Morgan County, AL",2017,May,44,119490
"Morgan County, AL",2017,June,42,119490
"Morgan County, AL",2017,July,45,119490
"Morgan County, AL",2017,August,52,119490
"Morgan County, AL",2017,September,41,119490
"Morgan County, AL",2017,October,40,119490
"Morgan County, AL",2017,November,42,119490
"Morgan County, AL",2017,December,48,119490
"Morgan County, AL",2018,January,43,119490
"Morgan County, AL",2018,February,37,119490
"Morgan County, AL",2018,March,40,119490
"Morgan County, AL",2018,April,27,119490
"Morgan County, AL",2018,May,26,119490
"Morgan County, AL",2018,June,38,119490
"Morgan County, AL",2018,July,37,119490
"Morgan County, AL",2018,August,43,119490
"Morgan County, AL",2018,September,31,119490
"Morgan County, AL",2018,October,46,119490
"Morgan County, AL",2018,November,39,119490
"Morgan County, AL",2018,December,39,119490
"Morgan County, AL",2019,January,43,119490
"Morgan County, AL",2019,February,38,119490
"Morgan County, AL",2019,March,33,119490
"Morgan County, AL",2019,April,36,119490
"Morgan County, AL",2019,May,46,119490
"Morgan County, AL",2019,June,52,119490
"Morgan County, AL",2019,July,47,119490
"Morgan County, AL",2019,August,48,119490
"Morgan County, AL",2019,September,40,119490
"Morgan County, AL",2019,October,63,119490
"Morgan County, AL",2019,November,33,119490
"Morgan County, AL",2019,December,41,119490
"Shelby County, AL",2016,January,80,195085
"Shelby County, AL",2016,February,86,195085
"Shelby County, AL",2016,March,86,195085
"Shelby County, AL",2016,April,79,195085
"Shelby County, AL",2016,May,87,195085
"Shelby County, AL",2016,June,75,195085
"Shelby County, AL",2016,July,94,195085
"Shelby County, AL",2016,August,85,195085
"Shelby County, AL",2016,September,70,195085
"Shelby County, AL",2016,October,76,195085
"Shelby County, AL",2016,November,73,195085
"Shelby County, AL",2016,December,77,195085
"Shelby County, AL",2017,January,70,195085
"Shelby County, AL",2017,February,60,195085
"Shelby County, AL",2017,March,67,195085
"Shelby County, AL",2017,April,74,195085
"Shelby County, AL",2017,May,66,195085
"Shelby County, AL",2017,June,77,195085
"Shelby County, AL",2017,July,77,195085
"Shelby County, AL",2017,August,77,195085
"Shelby County, AL",2017,September,98,195085
"Shelby County, AL",2017,October,101,195085
"Shelby County, AL",2017,November,104,195085
"Shelby County, AL",2017,December,61,195085
"Shelby County, AL",2018,January,66,195085
"Shelby County, AL",2018,February,79,195085
"Shelby County, AL",2018,March,62,195085
"Shelby County, AL",2018,April,78,195085
"Shelby County, AL",2018,May,59,195085
"Shelby County, AL",2018,June,79,195085
"Shelby County, AL",2018,July,87,195085
"Shelby County, AL",2018,August,75,195085
"Shelby County, AL",2018,September,60,195085
"Shelby County, AL",2018,October,67,195085
"Shelby County, AL",2018,November,76,195085
"Shelby County, AL",2018,December,62,195085
"Shelby County, AL",2019,January,67,195085
"Shelby County, AL",2019,February,57,195085
"Shelby County, AL",2019,March,69,195085
"Shelby County, AL",2019,April,52,195085
"Shelby County, AL",2019,May,50,195085
"Shelby County, AL",2019,June,66,195085
"Shelby County, AL",2019,July,81,195085
"Shelby County, AL",2019,August,71,195085
"Shelby County, AL",2019,September,64,195085
"Shelby County, AL",2019,October,63,195085
"Shelby County, AL",2019,November,65,195085
"Shelby County, AL",2019,December,62,195085
"Tuscaloosa County, AL",2016,January,75,194656
"Tuscaloosa County, AL",2016,February,73,194656
"Tuscaloosa County, AL",2016,March,85,194656
"Tuscaloosa County, AL",2016,April,70,194656
"Tuscaloosa County, AL",2016,May,84,194656
"Tuscaloosa County, AL",2016,June,84,194656
"Tuscaloosa County, AL",2016,July,75,194656
"Tuscaloosa County, AL",2016,August,90,194656
"Tuscaloosa County, AL",2016,September,87,194656
"Tuscaloosa County, AL",2016,October,101,194656
"Tuscaloosa County, AL",2016,November,100,194656
"Tuscaloosa County, AL",2016,December,88,194656
"Tuscaloosa County, AL",2017,January,84,194656
"Tuscaloosa County, AL",2017,February,82,194656
"Tuscaloosa County, AL",2017,March,85,194656
"Tuscaloosa County, AL",2017,April,68,194656
"Tuscaloosa County, AL",2017,May,69,194656
"Tuscaloosa County, AL",2017,June,82,194656
"Tuscaloosa County, AL",2017,July,95,194656
"Tuscaloosa County, AL",2017,August,98,194656
"Tuscaloosa County, AL",2017,September,91,194656
"Tuscaloosa County, AL",2017,October,75,194656
"Tuscaloosa County, AL",2017,November,80,194656
"Tuscaloosa County, AL",2017,December,96,194656
"Tuscaloosa County, AL",2018,January,72,194656
"Tuscaloosa County, AL",2018,February,88,194656
"Tuscaloosa County, AL",2018,March,85,194656
"Tuscaloosa County, AL",2018,April,88,194656
"Tuscaloosa County, AL",2018,May,85,194656
"Tuscaloosa County, AL",2018,June,79,194656
"Tuscaloosa County, AL",2018,July,84,194656
"Tuscaloosa County, AL",2018,August,78,194656
"Tuscaloosa County, AL",2018,September,98,194656
"Tuscaloosa County, AL",2018,October,74,194656
"Tuscaloosa County, AL",2018,November,79,194656
"Tuscaloosa County, AL",2018,December,82,194656
"Tuscaloosa County, AL",2019,January,103,194656
"Tuscaloosa County, AL",2019,February,87,194656
"Tuscaloosa County, AL",2019,March,87,194656
"Tuscaloosa County, AL",2019,April,78,194656
"Tuscaloosa County, AL",2019,May,95,194656
"Tuscaloosa County, AL",2019,June,68,194656
"Tuscaloosa County, AL",2019,July,96,194656
"Tuscaloosa County, AL",2019,August,103,194656
"Tuscaloosa County, AL",2019,September,102,194656
"Tuscaloosa County, AL",2019,October,99,194656
"Tuscaloosa County, AL",2019,November,91,194656
"Tuscaloosa County, AL",2019,December,110,194656
"Cochise County, AZ",2016,January,50,131346
"Cochise County, AZ",2016,February,30,131346
"Cochise County, AZ",2016,March,47,131346
"Cochise County, AZ",2016,April,52,131346
"Cochise County, AZ",2016,May,52,131346
"Cochise County, AZ",2016,June,40,131346
"Cochise County, AZ",2016,July,51,131346
"Cochise County, AZ",2016,August,52,131346
"Cochise County, AZ",2016,September,48,131346
"Cochise County, AZ",2016,October,50,131346
"Cochise County, AZ",2016,November,51,131346
"Cochise County, AZ",2016,December,50,131346
"Cochise County, AZ",2017,January,45,131346
"Cochise County, AZ",2017,February,43,131346
"Cochise County, AZ",2017,March,36,131346
"Cochise County, AZ",2017,April,48,131346
"Cochise County, AZ",2017,May,48,131346
"Cochise County, AZ",2017,June,45,131346
"Cochise County, AZ",2017,July,54,131346
"Cochise County, AZ",2017,August,36,131346
"Cochise County, AZ",2017,September,49,131346
"Cochise County, AZ",2017,October,59,131346
"Cochise County, AZ",2017,November,54,131346
"Cochise County, AZ",2017,December,45,131346
"Cochise County, AZ",2018,January,33,131346
"Cochise County, AZ",2018,February,45,131346
"Cochise County, AZ",2018,March,54,131346
"Cochise County, AZ",2018,April,39,131346
"Cochise County, AZ",2018,May,42,131346
"Cochise County, AZ",2018,June,36,131346
"Cochise County, AZ",2018,July,51,131346
"Cochise County, AZ",2018,August,55,131346
"Cochise County, AZ",2018,September,53,131346
"Cochise County, AZ",2018,October,54,131346
"Cochise County, AZ",2018,November,52,131346
"Cochise County, AZ",2018,December,56,131346
"Cochise County, AZ",2019,January,48,131346
"Cochise County, AZ",2019,February,42,131346
"Cochise County, AZ",2019,March,56,131346
"Cochise County, AZ",2019,April,39,131346
"Cochise County, AZ",2019,May,50,131346
"Cochise County, AZ",2019,June,36,131346
"Cochise County, AZ",2019,July,65,131346
"Cochise County, AZ",2019,August,50,131346
"Cochise County, AZ",2019,September,48,131346
"Cochise County, AZ",2019,October,65,131346
"Cochise County, AZ",2019,November,46,131346
"Cochise County, AZ",2019,December,61,131346
"Coconino County, AZ",2016,January,63,134421
"Coconino County, AZ",2016,February,50,134421
"Coconino County, AZ",2016,March,82,134421
"Coconino County, AZ",2016,April,47,134421
"Coconino County, AZ",2016,May,62,134421
"Coconino County, AZ",2016,June,79,134421
"Coconino County, AZ",2016,July,56,134421
"Coconino County, AZ",2016,August,70,134421
"Coconino County, AZ",2016,September,53,134421
"Coconino County, AZ",2016,October,54,134421
"Coconino County, AZ",2016,November,60,134421
"Coconino County, AZ",2016,December,66,134421
"Coconino County, AZ",2017,January,63,134421
"Coconino County, AZ",2017,February,61,134421
"Coconino County, AZ",2017,March,52,134421
"Coconino County, AZ",2017,April,61,134421
"Coconino County, AZ",2017,May,59,134421
"Coconino County, AZ",2017,June,58,134421
"Coconino County, AZ",2017,July,70,134421
"Coconino County, AZ",2017,August,68,134421
"Coconino County, AZ",2017,September,59,134421
"Coconino County, AZ",2017,October,68,134421
"Coconino County, AZ",2017,November,55,134421
"Coconino County, AZ",2017,December,53,134421
"Coconino County, AZ",2018,January,54,134421
"Coconino County, AZ",2018,February,60,134421
"Coconino County, AZ",2018,March,76,134421
"Coconino County, AZ",2018,April,43,134421
"Coconino County, AZ",2018,May,62,134421
"Coconino County, AZ",2018,June,64,134421
"Coconino County, AZ",2018,July,61,134421
"Coconino County, AZ",2018,August,65,134421
"Coconino County, AZ",2018,September,69,134421
"Coconino County, AZ",2018,October,50,134421
"Coconino County, AZ",2018,November,47,134421
"Coconino County, AZ",2018,December,53,134421
"Coconino County, AZ",2019,January,39,134421
"Coconino County, AZ",2019,February,43,134421
"Coconino County, AZ",2019,March,49,134421
"Coconino County, AZ",2019,April,63,134421
"Coconino County, AZ",2019,May,49,134421
"Coconino County, AZ",2019,June,45,134421
"Coconino County, AZ",2019,July,55,134421
"Coconino County, AZ",2019,August,59,134421
"Coconino County, AZ",2019,September,39,134421
"Coconino County, AZ",2019,October,53,134421
"Coconino County, AZ",2019,November,50,134421
"Coconino County, AZ",2019,December,47,134421
"Maricopa County, AZ",2016,January,2113,3817117
"Maricopa County, AZ",2016,February,2058,3817117
"Maricopa County, AZ",2016,March,2035,3817117
"Maricopa County, AZ",2016,April,1908,3817117
"Maricopa County, AZ",2016,May,2004,3817117
"Maricopa County, AZ",2016,June,2079,3817117
"Maricopa County, AZ",2016,July,2067,3817117
"Maricopa County, AZ",2016,August,2239,3817117
