county,year,month,births,Pop2010
"Sedgwick County, KS",2018,September,217,498365
"Sedgwick County, KS",2018,October,242,498365
"Sedgwick County, KS",2018,November,205,498365
"Sedgwick County, KS",2018,December,217,498365
"Sedgwick County, KS",2019,January,205,498365
"Sedgwick County, KS",2019,February,189,498365
"Sedgwick County, KS",2019,March,206,498365
"Sedgwick County, KS",2019,April,212,498365
"Sedgwick County, KS",2019,May,202,498365
"Sedgwick County, KS",2019,June,189,498365
"Sedgwick County, KS",2019,July,225,498365
"Sedgwick County, KS",2019,August,249,498365
"Sedgwick County, KS",2019,September,250,498365
"Sedgwick County, KS",2019,October,234,498365
"Sedgwick County, KS",2019,November,197,498365
"Sedgwick County, KS",2019,December,223,498365
"Shawnee County, KS",2016,January,72,177934
"Shawnee County, KS",2016,February,56,177934
"Shawnee County, KS",2016,March,58,177934
"Shawnee County, KS",2016,April,72,177934
"Shawnee County, KS",2016,May,67,177934
"Shawnee County, KS",2016,June,71,177934
"Shawnee County, KS",2016,July,77,177934
"Shawnee County, KS",2016,August,65,177934
"Shawnee County, KS",2016,September,68,177934
"Shawnee County, KS",2016,October,68,177934
"Shawnee County, KS",2016,November,83,177934
"Shawnee County, KS",2016,December,65,177934
"Shawnee County, KS",2017,January,70,177934
"Shawnee County, KS",2017,February,62,177934
"Shawnee County, KS",2017,March,48,177934
"Shawnee County, KS",2017,April,71,177934
"Shawnee County, KS",2017,May,71,177934
"Shawnee County, KS",2017,June,64,177934
"Shawnee County, KS",2017,July,66,177934
"Shawnee County, KS",2017,August,64,177934
"Shawnee County, KS",2017,September,60,177934
"Shawnee County, KS",2017,October,58,177934
"Shawnee County, KS",2017,November,54,177934
"Shawnee County, KS",2017,December,76,177934
"Shawnee County, KS",2018,January,50,177934
"Shawnee County, KS",2018,February,55,177934
"Shawnee County, KS",2018,March,89,177934
"Shawnee County, KS",2018,April,69,177934
"Shawnee County, KS",2018,May,78,177934
"Shawnee County, KS",2018,June,92,177934
"Shawnee County, KS",2018,July,62,177934
"Shawnee County, KS",2018,August,64,177934
"Shawnee County, KS",2018,September,68,177934
"Shawnee County, KS",2018,October,65,177934
"Shawnee County, KS",2018,November,50,177934
"Shawnee County, KS",2018,December,67,177934
"Shawnee County, KS",2019,January,57,177934
"Shawnee County, KS",2019,February,61,177934
"Shawnee County, KS",2019,March,57,177934
"Shawnee County, KS",2019,April,65,177934
"Shawnee County, KS",2019,May,57,177934
"Shawnee County, KS",2019,June,59,177934
"Shawnee County, KS",2019,July,54,177934
"Shawnee County, KS",2019,August,68,177934
"Shawnee County, KS",2019,September,77,177934
"Shawnee County, KS",2019,October,51,177934
"Shawnee County, KS",2019,November,61,177934
"Shawnee County, KS",2019,December,65,177934
"Wyandotte County, KS",2016,January,111,157505
"Wyandotte County, KS",2016,February,93,157505
"Wyandotte County, KS",2016,March,120,157505
"Wyandotte County, KS",2016,April,105,157505
"Wyandotte County, KS",2016,May,114,157505
"Wyandotte County, KS",2016,June,113,157505
"Wyandotte County, KS",2016,July,126,157505
"Wyandotte County, KS",2016,August,148,157505
"Wyandotte County, KS",2016,September,134,157505
"Wyandotte County, KS",2016,October,114,157505
"Wyandotte County, KS",2016,November,123,157505
"Wyandotte County, KS",2016,December,124,157505
"Wyandotte County, KS",2017,January,97,157505
"Wyandotte County, KS",2017,February,101,157505
"Wyandotte County, KS",2017,March,102,157505
"Wyandotte County, KS",2017,April,93,157505
"Wyandotte County, KS",2017,May,105,157505
"Wyandotte County, KS",2017,June,94,157505
"Wyandotte County, KS",2017,July,116,157505
"Wyandotte County, KS",2017,August,122,157505
"Wyandotte County, KS",2017,September,113,157505
"Wyandotte County, KS",2017,October,110,157505
"Wyandotte County, KS",2017,November,118,157505
"Wyandotte County, KS",2017,December,113,157505
"Wyandotte County, KS",2018,January,136,157505
"Wyandotte County, KS",2018,February,109,157505
"Wyandotte County, KS",2018,March,88,157505
"Wyandotte County, KS",2018,April,98,157505
"Wyandotte County, KS",2018,May,122,157505
"Wyandotte County, KS",2018,June,132,157505
"Wyandotte County, KS",2018,July,99,157505
"Wyandotte County, KS",2018,August,132,157505
"Wyandotte County, KS",2018,September,112,157505
"Wyandotte County, KS",2018,October,106,157505
"Wyandotte County, KS",2018,November,109,157505
"Wyandotte County, KS",2018,December,88,157505
"Wyandotte County, KS",2019,January,119,157505
"Wyandotte County, KS",2019,February,83,157505
"Wyandotte County, KS",2019,March,95,157505
"Wyandotte County, KS",2019,April,85,157505
"Wyandotte County, KS",2019,May,86,157505
"Wyandotte County, KS",2019,June,74,157505
"Wyandotte County, KS",2019,July,65,157505
"Wyandotte County, KS",2019,August,91,157505
"Wyandotte County, KS",2019,September,102,157505
"Wyandotte County, KS",2019,October,70,157505
"Wyandotte County, KS",2019,November,86,157505
"Wyandotte County, KS",2019,December,96,157505
"Boone County, KY",2016,January,53,118811
"Boone County, KY",2016,February,40,118811
"Boone County, KY",2016,March,41,118811
"Boone County, KY",2016,April,64,118811
"Boone County, KY",2016,May,58,118811
"Boone County, KY",2016,June,62,118811
"Boone County, KY",2016,July,50,118811
"Boone County, KY",2016,August,57,118811
"Boone County, KY",2016,September,72,118811
"Boone County, KY",2016,October,46,118811
"Boone County, KY",2016,November,51,118811
"Boone County, KY",2016,December,56,118811
"Boone County, KY",2017,January,51,118811
"Boone County, KY",2017,February,48,118811
"Boone County, KY",2017,March,49,118811
"Boone County, KY",2017,April,48,118811
"Boone County, KY",2017,May,59,118811
"Boone County, KY",2017,June,55,118811
"Boone County, KY",2017,July,51,118811
"Boone County, KY",2017,August,45,118811
"Boone County, KY",2017,September,59,118811
"Boone County, KY",2017,October,49,118811
"Boone County, KY",2017,November,55,118811
"Boone County, KY",2017,December,60,118811
"Boone County, KY",2018,January,53,118811
"Boone County, KY",2018,February,43,118811
"Boone County, KY",2018,March,52,118811
"Boone County, KY",2018,April,50,118811
"Boone County, KY",2018,May,45,118811
"Boone County, KY",2018,June,56,118811
"Boone County, KY",2018,July,54,118811
"Boone County, KY",2018,August,52,118811
"Boone County, KY",2018,September,50,118811
"Boone County, KY",2018,October,63,118811
"Boone County, KY",2018,November,50,118811
"Boone County, KY",2018,December,55,118811
"Boone County, KY",2019,January,37,118811
"Boone County, KY",2019,February,49,118811
"Boone County, KY",2019,March,46,118811
"Boone County, KY",2019,April,46,118811
"Boone County, KY",2019,May,42,118811
"Boone County, KY",2019,June,53,118811
"Boone County, KY",2019,July,59,118811
"Boone County, KY",2019,August,52,118811
"Boone County, KY",2019,September,48,118811
"Boone County, KY",2019,October,64,118811
"Boone County, KY",2019,November,47,118811
"Boone County, KY",2019,December,36,118811
"Fayette County, KY",2016,January,127,295803
"Fayette County, KY",2016,February,115,295803
"Fayette County, KY",2016,March,128,295803
"Fayette County, KY",2016,April,126,295803
"Fayette County, KY",2016,May,123,295803
"Fayette County, KY",2016,June,123,295803
"Fayette County, KY",2016,July,124,295803
"Fayette County, KY",2016,August,128,295803
"Fayette County, KY",2016,September,132,295803
"Fayette County, KY",2016,October,126,295803
"Fayette County, KY",2016,November,107,295803
"Fayette County, KY",2016,December,120,295803
"Fayette County, KY",2017,January,113,295803
"Fayette County, KY",2017,February,122,295803
"Fayette County, KY",2017,March,109,295803
"Fayette County, KY",2017,April,100,295803
"Fayette County, KY",2017,May,125,295803
"Fayette County, KY",2017,June,102,295803
"Fayette County, KY",2017,July,120,295803
"Fayette County, KY",2017,August,116,295803
"Fayette County, KY",2017,September,124,295803
"Fayette County, KY",2017,October,127,295803
"Fayette County, KY",2017,November,101,295803
"Fayette County, KY",2017,December,115,295803
"Fayette County, KY",2018,January,114,295803
"Fayette County, KY",2018,February,111,295803
"Fayette County, KY",2018,March,119,295803
"Fayette County, KY",2018,April,118,295803
"Fayette County, KY",2018,May,117,295803
"Fayette County, KY",2018,June,124,295803
"Fayette County, KY",2018,July,114,295803
"Fayette County, KY",2018,August,107,295803
"Fayette County, KY",2018,September,103,295803
"Fayette County, KY",2018,October,127,295803
"Fayette County, KY",2018,November,115,295803
"Fayette County, KY",2018,December,100,295803
"Fayette County, KY",2019,January,99,295803
"Fayette County, KY",2019,February,90,295803
"Fayette County, KY",2019,March,96,295803
"Fayette County, KY",2019,April,103,295803
"Fayette County, KY",2019,May,117,295803
"Fayette County, KY",2019,June,92,295803
"Fayette County, KY",2019,July,108,295803
"Fayette County, KY",2019,August,118,295803
"Fayette County, KY",2019,September,121,295803
"Fayette County, KY",2019,October,108,295803
"Fayette County, KY",2019,November,101,295803
"Fayette County, KY",2019,December,69,295803
"Hardin County, KY",2016,January,47,105543
"Hardin County, KY",2016,February,54,105543
"Hardin County, KY",2016,March,58,105543
"Hardin County, KY",2016,April,53,105543
"Hardin County, KY",2016,May,62,105543
"Hardin County, KY",2016,June,64,105543
"Hardin County, KY",2016,July,54,105543
"Hardin County, KY",2016,August,59,105543
"Hardin County, KY",2016,September,51,105543
"Hardin County, KY",2016,October,43,105543
"Hardin County, KY",2016,November,48,105543
"Hardin County, KY",2016,December,44,105543
"Hardin County, KY",2017,January,42,105543
"Hardin County, KY",2017,February,38,105543
"Hardin County, KY",2017,March,48,105543
"Hardin County, KY",2017,April,41,105543
"Hardin County, KY",2017,May,47,105543
"Hardin County, KY",2017,June,43,105543
"Hardin County, KY",2017,July,53,105543
"Hardin County, KY",2017,August,39,105543
"Hardin County, KY",2017,September,48,105543
"Hardin County, KY",2017,October,48,105543
"Hardin County, KY",2017,November,40,105543
"Hardin County, KY",2017,December,51,105543
"Hardin County, KY",2018,January,49,105543
"Hardin County, KY",2018,February,36,105543
"Hardin County, KY",2018,March,34,105543
"Hardin County, KY",2018,April,37,105543
"Hardin County, KY",2018,May,38,105543
"Hardin County, KY",2018,June,43,105543
"Hardin County, KY",2018,July,42,105543
"Hardin County, KY",2018,August,61,105543
"Hardin County, KY",2018,September,53,105543
"Hardin County, KY",2018,October,39,105543
"Hardin County, KY",2018,November,33,105543
"Hardin County, KY",2018,December,37,105543
"Hardin County, KY",2019,January,40,105543
"Hardin County, KY",2019,February,21,105543
"Hardin County, KY",2019,March,24,105543
"Hardin County, KY",2019,April,35,105543
"Hardin County, KY",2019,May,33,105543
"Hardin County, KY",2019,June,38,105543
"Hardin County, KY",2019,July,39,105543
"Hardin County, KY",2019,August,36,105543
"Hardin County, KY",2019,September,33,105543
"Hardin County, KY",2019,October,34,105543
"Hardin County, KY",2019,November,31,105543
"Hardin County, KY",2019,December,33,105543
"Jefferson County, KY",2016,January,358,741096
"Jefferson County, KY",2016,February,357,741096
"Jefferson County, KY",2016,March,381,741096
"Jefferson County, KY",2016,April,347,741096
"Jefferson County, KY",2016,May,371,741096
"Jefferson County, KY",2016,June,358,741096
"Jefferson County, KY",2016,July,389,741096
"Jefferson County, KY",2016,August,375,741096
"Jefferson County, KY",2016,September,333,741096
"Jefferson County, KY",2016,October,372,741096
"Jefferson County, KY",2016,November,325,741096
"Jefferson County, KY",2016,December,339,741096
"Jefferson County, KY",2017,January,333,741096
"Jefferson County, KY",2017,February,318,741096
"Jefferson County, KY",2017,March,357,741096
"Jefferson County, KY",2017,April,379,741096
"Jefferson County, KY",2017,May,323,741096
"Jefferson County, KY",2017,June,270,741096
"Jefferson County, KY",2017,July,328,741096
"Jefferson County, KY",2017,August,322,741096
"Jefferson County, KY",2017,September,359,741096
"Jefferson County, KY",2017,October,321,741096
"Jefferson County, KY",2017,November,322,741096
"Jefferson County, KY",2017,December,300,741096
"Jefferson County, KY",2018,January,291,741096
"Jefferson County, KY",2018,February,270,741096
"Jefferson County, KY",2018,March,310,741096
"Jefferson County, KY",2018,April,284,741096
"Jefferson County, KY",2018,May,302,741096
"Jefferson County, KY",2018,June,274,741096
"Jefferson County, KY",2018,July,307,741096
"Jefferson County, KY",2018,August,349,741096
"Jefferson County, KY",2018,September,274,741096
"Jefferson County, KY",2018,October,265,741096
"Jefferson County, KY",2018,November,327,741096
"Jefferson County, KY",2018,December,351,741096
"Jefferson County, KY",2019,January,343,741096
"Jefferson County, KY",2019,February,261,741096
"Jefferson County, KY",2019,March,292,741096
"Jefferson County, KY",2019,April,295,741096
"Jefferson County, KY",2019,May,330,741096
"Jefferson County, KY",2019,June,285,741096
"Jefferson County, KY",2019,July,321,741096
"Jefferson County, KY",2019,August,363,741096
"Jefferson County, KY",2019,September,358,741096
"Jefferson County, KY",2019,October,340,741096
"Jefferson County, KY",2019,November,290,741096
"Jefferson County, KY",2019,December,289,741096
"Kenton County, KY",2016,January,81,159720
"Kenton County, KY",2016,February,77,159720
"Kenton County, KY",2016,March,82,159720
"Kenton County, KY",2016,April,66,159720
"Kenton County, KY",2016,May,63,159720
"Kenton County, KY",2016,June,76,159720
"Kenton County, KY",2016,July,85,159720
"Kenton County, KY",2016,August,82,159720
"Kenton County, KY",2016,September,75,159720
"Kenton County, KY",2016,October,80,159720
"Kenton County, KY",2016,November,67,159720
"Kenton County, KY",2016,December,67,159720
"Kenton County, KY",2017,January,68,159720
"Kenton County, KY",2017,February,62,159720
"Kenton County, KY",2017,March,72,159720
"Kenton County, KY",2017,April,74,159720
"Kenton County, KY",2017,May,93,159720
"Kenton County, KY",2017,June,63,159720
"Kenton County, KY",2017,July,83,159720
"Kenton County, KY",2017,August,84,159720
"Kenton County, KY",2017,September,81,159720
"Kenton County, KY",2017,October,71,159720
"Kenton County, KY",2017,November,67,159720
"Kenton County, KY",2017,December,80,159720
"Kenton County, KY",2018,January,72,159720
"Kenton County, KY",2018,February,58,159720
"Kenton County, KY",2018,March,68,159720
"Kenton County, KY",2018,April,56,159720
"Kenton County, KY",2018,May,87,159720
"Kenton County, KY",2018,June,70,159720
"Kenton County, KY",2018,July,79,159720
"Kenton County, KY",2018,August,89,159720
"Kenton County, KY",2018,September,83,159720
"Kenton County, KY",2018,October,67,159720
"Kenton County, KY",2018,November,62,159720
"Kenton County, KY",2018,December,69,159720
"Kenton County, KY",2019,January,48,159720
"Kenton County, KY",2019,February,52,159720
"Kenton County, KY",2019,March,63,159720
"Kenton County, KY",2019,April,63,159720
"Kenton County, KY",2019,May,79,159720
"Kenton County, KY",2019,June,52,159720
"Kenton County, KY",2019,July,64,159720
"Kenton County, KY",2019,August,75,159720
"Kenton County, KY",2019,September,94,159720
"Kenton County, KY",2019,October,71,159720
"Kenton County, KY",2019,November,62,159720
"Kenton County, KY",2019,December,65,159720
"Warren County, KY",2016,January,69,113792
