county,year,month,crashes,pop2010
Sevier,2010,September,304,89889
Sevier,2010,October,326,89889
Sevier,2010,November,303,89889
Sevier,2010,December,249,89889
Shelby,2010,January,2007,927644
Shelby,2010,February,1919,927644
Shelby,2010,March,2352,927644
Shelby,2010,April,2195,927644
Shelby,2010,May,2528,927644
Shelby,2010,June,2191,927644
Shelby,2010,July,2268,927644
Shelby,2010,August,2217,927644
Shelby,2010,September,2278,927644
Shelby,2010,October,2425,927644
Shelby,2010,November,2507,927644
Shelby,2010,December,2477,927644
Smith,2010,January,51,19166
Smith,2010,February,28,19166
Smith,2010,March,50,19166
Smith,2010,April,46,19166
Smith,2010,May,40,19166
Smith,2010,June,49,19166
Smith,2010,July,47,19166
Smith,2010,August,50,19166
Smith,2010,September,53,19166
Smith,2010,October,44,19166
Smith,2010,November,42,19166
Smith,2010,December,48,19166
Stewart,2010,January,15,13324
Stewart,2010,February,9,13324
Stewart,2010,March,15,13324
Stewart,2010,April,19,13324
Stewart,2010,May,29,13324
Stewart,2010,June,21,13324
Stewart,2010,July,16,13324
Stewart,2010,August,19,13324
Stewart,2010,September,12,13324
Stewart,2010,October,21,13324
Stewart,2010,November,24,13324
Stewart,2010,December,22,13324
Sullivan,2010,January,295,156823
Sullivan,2010,February,279,156823
Sullivan,2010,March,274,156823
Sullivan,2010,April,328,156823
Sullivan,2010,May,295,156823
Sullivan,2010,June,298,156823
Sullivan,2010,July,311,156823
Sullivan,2010,August,351,156823
Sullivan,2010,September,318,156823
Sullivan,2010,October,333,156823
Sullivan,2010,November,396,156823
Sullivan,2010,December,447,156823
Sumner,2010,January,269,160645
Sumner,2010,February,225,160645
Sumner,2010,March,272,160645
Sumner,2010,April,206,160645
Sumner,2010,May,299,160645
Sumner,2010,June,245,160645
Sumner,2010,July,258,160645
Sumner,2010,August,263,160645
Sumner,2010,September,258,160645
Sumner,2010,October,283,160645
Sumner,2010,November,299,160645
Sumner,2010,December,291,160645
Tipton,2010,January,54,61081
Tipton,2010,February,56,61081
Tipton,2010,March,64,61081
Tipton,2010,April,52,61081
Tipton,2010,May,104,61081
Tipton,2010,June,75,61081
Tipton,2010,July,82,61081
Tipton,2010,August,74,61081
Tipton,2010,September,91,61081
Tipton,2010,October,108,61081
Tipton,2010,November,86,61081
Tipton,2010,December,107,61081
Trousdale,2010,January,20,7870
Trousdale,2010,February,17,7870
Trousdale,2010,March,22,7870
Trousdale,2010,April,17,7870
Trousdale,2010,May,29,7870
Trousdale,2010,June,15,7870
Trousdale,2010,July,20,7870
Trousdale,2010,August,15,7870
Trousdale,2010,September,12,7870
Trousdale,2010,October,20,7870
Trousdale,2010,November,27,7870
Trousdale,2010,December,14,7870
Unicoi,2010,January,26,18313
Unicoi,2010,February,19,18313
Unicoi,2010,March,31,18313
Unicoi,2010,April,32,18313
Unicoi,2010,May,30,18313
Unicoi,2010,June,31,18313
Unicoi,2010,July,21,18313
Unicoi,2010,August,34,18313
Unicoi,2010,September,29,18313
Unicoi,2010,October,28,18313
Unicoi,2010,November,26,18313
Unicoi,2010,December,40,18313
Union,2010,January,14,19109
Union,2010,February,22,19109
Union,2010,March,20,19109
Union,2010,April,32,19109
Union,2010,May,24,19109
Union,2010,June,14,19109
Union,2010,July,20,19109
Union,2010,August,15,19109
Union,2010,September,23,19109
Union,2010,October,13,19109
Union,2010,November,20,19109
Union,2010,December,15,19109
VanBuren,2010,January,11,NA
VanBuren,2010,February,10,NA
VanBuren,2010,March,12,NA
VanBuren,2010,April,6,NA
VanBuren,2010,May,13,NA
VanBuren,2010,June,21,NA
VanBuren,2010,July,18,NA
VanBuren,2010,August,11,NA
VanBuren,2010,September,10,NA
VanBuren,2010,October,13,NA
VanBuren,2010,November,11,NA
VanBuren,2010,December,13,NA
Warren,2010,January,84,39839
Warren,2010,February,71,39839
Warren,2010,March,70,39839
Warren,2010,April,78,39839
Warren,2010,May,72,39839
Warren,2010,June,75,39839
Warren,2010,July,76,39839
Warren,2010,August,84,39839
Warren,2010,September,66,39839
Warren,2010,October,73,39839
Warren,2010,November,94,39839
Warren,2010,December,82,39839
Washington,2010,January,280,122979
Washington,2010,February,258,122979
Washington,2010,March,312,122979
Washington,2010,April,293,122979
Washington,2010,May,289,122979
Washington,2010,June,263,122979
Washington,2010,July,278,122979
Washington,2010,August,318,122979
Washington,2010,September,327,122979
Washington,2010,October,371,122979
Washington,2010,November,348,122979
Washington,2010,December,433,122979
Wayne,2010,January,35,17021
Wayne,2010,February,18,17021
Wayne,2010,March,19,17021
Wayne,2010,April,24,17021
Wayne,2010,May,23,17021
Wayne,2010,June,26,17021
Wayne,2010,July,26,17021
Wayne,2010,August,22,17021
Wayne,2010,September,18,17021
Wayne,2010,October,31,17021
Wayne,2010,November,22,17021
Wayne,2010,December,26,17021
Weakley,2010,January,41,35021
Weakley,2010,February,39,35021
Weakley,2010,March,50,35021
Weakley,2010,April,50,35021
Weakley,2010,May,27,35021
Weakley,2010,June,33,35021
Weakley,2010,July,35,35021
Weakley,2010,August,39,35021
Weakley,2010,September,48,35021
Weakley,2010,October,56,35021
Weakley,2010,November,56,35021
Weakley,2010,December,48,35021
White,2010,January,45,25841
White,2010,February,32,25841
White,2010,March,38,25841
White,2010,April,38,25841
White,2010,May,41,25841
White,2010,June,29,25841
White,2010,July,34,25841
White,2010,August,33,25841
White,2010,September,41,25841
White,2010,October,36,25841
White,2010,November,49,25841
White,2010,December,49,25841
Williamson,2010,January,300,183182
Williamson,2010,February,252,183182
Williamson,2010,March,239,183182
Williamson,2010,April,267,183182
Williamson,2010,May,296,183182
Williamson,2010,June,303,183182
Williamson,2010,July,266,183182
Williamson,2010,August,288,183182
Williamson,2010,September,297,183182
Williamson,2010,October,298,183182
Williamson,2010,November,402,183182
Williamson,2010,December,347,183182
Wilson,2010,January,211,113993
Wilson,2010,February,193,113993
Wilson,2010,March,207,113993
Wilson,2010,April,223,113993
Wilson,2010,May,215,113993
Wilson,2010,June,187,113993
Wilson,2010,July,216,113993
Wilson,2010,August,237,113993
Wilson,2010,September,243,113993
Wilson,2010,October,235,113993
Wilson,2010,November,252,113993
Wilson,2010,December,238,113993
Anderson,2011,January,119,75129
Anderson,2011,February,113,75129
Anderson,2011,March,128,75129
Anderson,2011,April,136,75129
Anderson,2011,May,156,75129
Anderson,2011,June,153,75129
Anderson,2011,July,137,75129
Anderson,2011,August,170,75129
Anderson,2011,September,161,75129
Anderson,2011,October,177,75129
Anderson,2011,November,182,75129
Anderson,2011,December,173,75129
Bedford,2011,January,91,45058
Bedford,2011,February,65,45058
Bedford,2011,March,65,45058
Bedford,2011,April,80,45058
Bedford,2011,May,81,45058
Bedford,2011,June,101,45058
Bedford,2011,July,96,45058
Bedford,2011,August,71,45058
Bedford,2011,September,88,45058
Bedford,2011,October,81,45058
Bedford,2011,November,103,45058
Bedford,2011,December,91,45058
Benton,2011,January,25,16489
Benton,2011,February,24,16489
Benton,2011,March,17,16489
Benton,2011,April,20,16489
Benton,2011,May,23,16489
Benton,2011,June,24,16489
Benton,2011,July,18,16489
Benton,2011,August,24,16489
Benton,2011,September,33,16489
Benton,2011,October,29,16489
Benton,2011,November,34,16489
Benton,2011,December,33,16489
Bledsoe,2011,January,4,12876
Bledsoe,2011,February,6,12876
Bledsoe,2011,March,6,12876
Bledsoe,2011,April,4,12876
Bledsoe,2011,May,6,12876
Bledsoe,2011,June,6,12876
Bledsoe,2011,July,5,12876
Bledsoe,2011,August,5,12876
Bledsoe,2011,September,15,12876
Bledsoe,2011,October,10,12876
Bledsoe,2011,November,8,12876
Bledsoe,2011,December,10,12876
Blount,2011,January,194,123010
Blount,2011,February,223,123010
Blount,2011,March,269,123010
Blount,2011,April,275,123010
Blount,2011,May,273,123010
Blount,2011,June,267,123010
Blount,2011,July,255,123010
Blount,2011,August,272,123010
Blount,2011,September,297,123010
Blount,2011,October,349,123010
Blount,2011,November,301,123010
Blount,2011,December,332,123010
Bradley,2011,January,195,98963
Bradley,2011,February,202,98963
Bradley,2011,March,204,98963
Bradley,2011,April,259,98963
Bradley,2011,May,236,98963
Bradley,2011,June,214,98963
Bradley,2011,July,201,98963
Bradley,2011,August,240,98963
Bradley,2011,September,236,98963
Bradley,2011,October,274,98963
Bradley,2011,November,298,98963
Bradley,2011,December,254,98963
Campbell,2011,January,86,40716
Campbell,2011,February,66,40716
Campbell,2011,March,73,40716
Campbell,2011,April,84,40716
Campbell,2011,May,87,40716
Campbell,2011,June,83,40716
Campbell,2011,July,69,40716
Campbell,2011,August,75,40716
Campbell,2011,September,91,40716
Campbell,2011,October,83,40716
Campbell,2011,November,80,40716
Campbell,2011,December,104,40716
Cannon,2011,January,25,13801
Cannon,2011,February,16,13801
Cannon,2011,March,18,13801
Cannon,2011,April,20,13801
Cannon,2011,May,22,13801
Cannon,2011,June,22,13801
Cannon,2011,July,9,13801
Cannon,2011,August,17,13801
Cannon,2011,September,21,13801
Cannon,2011,October,20,13801
Cannon,2011,November,16,13801
Cannon,2011,December,14,13801
Carroll,2011,January,38,28522
Carroll,2011,February,38,28522
Carroll,2011,March,40,28522
Carroll,2011,April,43,28522
Carroll,2011,May,37,28522
Carroll,2011,June,39,28522
Carroll,2011,July,43,28522
Carroll,2011,August,25,28522
Carroll,2011,September,48,28522
Carroll,2011,October,35,28522
Carroll,2011,November,57,28522
Carroll,2011,December,28,28522
Carter,2011,January,107,57424
Carter,2011,February,78,57424
Carter,2011,March,80,57424
Carter,2011,April,91,57424
Carter,2011,May,78,57424
Carter,2011,June,110,57424
Carter,2011,July,100,57424
Carter,2011,August,86,57424
Carter,2011,September,99,57424
Carter,2011,October,109,57424
Carter,2011,November,134,57424
Carter,2011,December,133,57424
Cheatham,2011,January,81,39105
Cheatham,2011,February,71,39105
Cheatham,2011,March,48,39105
Cheatham,2011,April,82,39105
Cheatham,2011,May,55,39105
Cheatham,2011,June,57,39105
Cheatham,2011,July,58,39105
Cheatham,2011,August,76,39105
Cheatham,2011,September,68,39105
Cheatham,2011,October,84,39105
Cheatham,2011,November,88,39105
Cheatham,2011,December,74,39105
Chester,2011,January,25,17131
Chester,2011,February,30,17131
Chester,2011,March,20,17131
Chester,2011,April,30,17131
Chester,2011,May,33,17131
Chester,2011,June,24,17131
Chester,2011,July,28,17131
Chester,2011,August,25,17131
Chester,2011,September,27,17131
Chester,2011,October,29,17131
Chester,2011,November,36,17131
Chester,2011,December,33,17131
Claiborne,2011,January,43,32213
Claiborne,2011,February,38,32213
Claiborne,2011,March,45,32213
Claiborne,2011,April,40,32213
Claiborne,2011,May,44,32213
Claiborne,2011,June,54,32213
Claiborne,2011,July,43,32213
Claiborne,2011,August,41,32213
Claiborne,2011,September,39,32213
Claiborne,2011,October,53,32213
Claiborne,2011,November,49,32213
Claiborne,2011,December,38,32213
Clay,2011,January,9,7861
Clay,2011,February,6,7861
Clay,2011,March,14,7861
Clay,2011,April,9,7861
Clay,2011,May,8,7861
Clay,2011,June,7,7861
Clay,2011,July,9,7861
Clay,2011,August,10,7861
Clay,2011,September,7,7861
Clay,2011,October,15,7861
Clay,2011,November,9,7861
Clay,2011,December,14,7861
Cocke,2011,January,92,35662
Cocke,2011,February,84,35662
Cocke,2011,March,67,35662
Cocke,2011,April,68,35662
Cocke,2011,May,95,35662
Cocke,2011,June,62,35662
Cocke,2011,July,94,35662
Cocke,2011,August,67,35662
Cocke,2011,September,87,35662
Cocke,2011,October,90,35662
Cocke,2011,November,108,35662
Cocke,2011,December,84,35662
Coffee,2011,January,97,52796
Coffee,2011,February,66,52796
Coffee,2011,March,119,52796
Coffee,2011,April,108,52796
Coffee,2011,May,82,52796
Coffee,2011,June,116,52796
Coffee,2011,July,101,52796
Coffee,2011,August,82,52796
Coffee,2011,September,122,52796
Coffee,2011,October,137,52796
Coffee,2011,November,125,52796
Coffee,2011,December,131,52796
Crockett,2011,January,16,14586
Crockett,2011,February,19,14586
Crockett,2011,March,10,14586
Crockett,2011,April,12,14586
Crockett,2011,May,22,14586
Crockett,2011,June,14,14586
Crockett,2011,July,18,14586
Crockett,2011,August,24,14586
Crockett,2011,September,16,14586
Crockett,2011,October,27,14586
Crockett,2011,November,33,14586
Crockett,2011,December,13,14586
Cumberland,2011,January,134,56053
Cumberland,2011,February,109,56053
Cumberland,2011,March,123,56053
Cumberland,2011,April,116,56053
Cumberland,2011,May,130,56053
Cumberland,2011,June,118,56053
Cumberland,2011,July,101,56053
Cumberland,2011,August,118,56053
Cumberland,2011,September,130,56053
Cumberland,2011,October,118,56053
Cumberland,2011,November,160,56053
Cumberland,2011,December,114,56053
Davidson,2011,January,1792,626681
Davidson,2011,February,1650,626681
Davidson,2011,March,1719,626681
Davidson,2011,April,1907,626681
Davidson,2011,May,1762,626681
Davidson,2011,June,1814,626681
Davidson,2011,July,1656,626681
Davidson,2011,August,1833,626681
Davidson,2011,September,1822,626681
Davidson,2011,October,1869,626681
Davidson,2011,November,2049,626681
Davidson,2011,December,1866,626681
Decatur,2011,January,14,11757
Decatur,2011,February,18,11757
Decatur,2011,March,19,11757
Decatur,2011,April,13,11757
Decatur,2011,May,21,11757
Decatur,2011,June,20,11757
Decatur,2011,July,15,11757
Decatur,2011,August,18,11757
Decatur,2011,September,18,11757
Decatur,2011,October,26,11757
Decatur,2011,November,21,11757
Decatur,2011,December,28,11757
DeKalb,2011,January,36,18723
DeKalb,2011,February,25,18723
DeKalb,2011,March,29,18723
DeKalb,2011,April,40,18723
DeKalb,2011,May,29,18723
DeKalb,2011,June,34,18723
DeKalb,2011,July,37,18723
DeKalb,2011,August,27,18723
DeKalb,2011,September,31,18723
DeKalb,2011,October,47,18723
DeKalb,2011,November,43,18723
DeKalb,2011,December,24,18723
Dickson,2011,January,126,49666
Dickson,2011,February,120,49666
Dickson,2011,March,102,49666
Dickson,2011,April,109,49666
Dickson,2011,May,120,49666
Dickson,2011,June,110,49666
Dickson,2011,July,89,49666
Dickson,2011,August,100,49666
Dickson,2011,September,90,49666
Dickson,2011,October,119,49666
Dickson,2011,November,135,49666
Dickson,2011,December,102,49666
Dyer,2011,January,71,38335
Dyer,2011,February,74,38335
Dyer,2011,March,76,38335
Dyer,2011,April,62,38335
Dyer,2011,May,82,38335
Dyer,2011,June,65,38335
Dyer,2011,July,70,38335
Dyer,2011,August,60,38335
Dyer,2011,September,72,38335
Dyer,2011,October,65,38335
Dyer,2011,November,74,38335
Dyer,2011,December,70,38335
Fayette,2011,January,48,38413
Fayette,2011,February,47,38413
Fayette,2011,March,36,38413
Fayette,2011,April,49,38413
Fayette,2011,May,51,38413
Fayette,2011,June,40,38413
Fayette,2011,July,39,38413
Fayette,2011,August,43,38413
Fayette,2011,September,36,38413
Fayette,2011,October,66,38413
Fayette,2011,November,47,38413
Fayette,2011,December,48,38413
Fentress,2011,January,22,17959
Fentress,2011,February,22,17959
Fentress,2011,March,20,17959
Fentress,2011,April,16,17959
Fentress,2011,May,20,17959
Fentress,2011,June,19,17959
Fentress,2011,July,17,17959
Fentress,2011,August,11,17959
Fentress,2011,September,18,17959
Fentress,2011,October,24,17959
Fentress,2011,November,23,17959
Fentress,2011,December,24,17959
Franklin,2011,January,67,41052
Franklin,2011,February,65,41052
Franklin,2011,March,58,41052
Franklin,2011,April,55,41052
Franklin,2011,May,52,41052
Franklin,2011,June,54,41052
Franklin,2011,July,63,41052
Franklin,2011,August,66,41052
Franklin,2011,September,81,41052
Franklin,2011,October,69,41052
Franklin,2011,November,59,41052
Franklin,2011,December,80,41052
Gibson,2011,January,78,49683
Gibson,2011,February,51,49683
Gibson,2011,March,66,49683
Gibson,2011,April,69,49683
Gibson,2011,May,72,49683
Gibson,2011,June,60,49683
Gibson,2011,July,66,49683
Gibson,2011,August,65,49683
Gibson,2011,September,59,49683
Gibson,2011,October,70,49683
Gibson,2011,November,101,49683
Gibson,2011,December,69,49683
Giles,2011,January,28,29485
Giles,2011,February,54,29485
Giles,2011,March,69,29485
Giles,2011,April,63,29485
Giles,2011,May,56,29485
Giles,2011,June,52,29485
Giles,2011,July,64,29485
Giles,2011,August,73,29485
Giles,2011,September,82,29485
Giles,2011,October,58,29485
Giles,2011,November,76,29485
Giles,2011,December,74,29485
Grainger,2011,January,27,22657
Grainger,2011,February,20,22657
Grainger,2011,March,34,22657
Grainger,2011,April,24,22657
Grainger,2011,May,26,22657
Grainger,2011,June,25,22657
Grainger,2011,July,26,22657
Grainger,2011,August,32,22657
Grainger,2011,September,25,22657
Grainger,2011,October,34,22657
Grainger,2011,November,33,22657
Grainger,2011,December,32,22657
Greene,2011,January,175,68831
Greene,2011,February,106,68831
Greene,2011,March,144,68831
Greene,2011,April,169,68831
Greene,2011,May,140,68831
Greene,2011,June,145,68831
Greene,2011,July,125,68831
Greene,2011,August,138,68831
Greene,2011,September,147,68831
Greene,2011,October,156,68831
Greene,2011,November,191,68831
Greene,2011,December,165,68831
Grundy,2011,January,30,13703
Grundy,2011,February,21,13703
Grundy,2011,March,27,13703
Grundy,2011,April,15,13703
Grundy,2011,May,20,13703
Grundy,2011,June,19,13703
Grundy,2011,July,26,13703
Grundy,2011,August,19,13703
Grundy,2011,September,16,13703
Grundy,2011,October,28,13703
Grundy,2011,November,26,13703
Grundy,2011,December,9,13703
Hamblen,2011,January,129,62544
Hamblen,2011,February,100,62544
Hamblen,2011,March,109,62544
Hamblen,2011,April,124,62544
Hamblen,2011,May,101,62544
Hamblen,2011,June,127,62544
Hamblen,2011,July,113,62544
Hamblen,2011,August,126,62544
Hamblen,2011,September,139,62544
Hamblen,2011,October,142,62544
Hamblen,2011,November,121,62544
Hamblen,2011,December,143,62544
Hamilton,2011,January,711,336463
Hamilton,2011,February,698,336463
Hamilton,2011,March,909,336463
Hamilton,2011,April,894,336463
Hamilton,2011,May,875,336463
Hamilton,2011,June,897,336463
Hamilton,2011,July,840,336463
Hamilton,2011,August,858,336463
Hamilton,2011,September,930,336463
Hamilton,2011,October,1044,336463
Hamilton,2011,November,1146,336463
Hamilton,2011,December,1095,336463
Hancock,2011,January,8,6819
Hancock,2011,February,8,6819
Hancock,2011,March,5,6819
Hancock,2011,April,12,6819
Hancock,2011,May,12,6819
